Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,0,1,1,10,0
0,1,10,10,1,1,20,1
0,10,100,100,1,1,110,10
0,11,110,110,1,1,120,11
0,12,120,120,1,1,130,12
0,13,130,130,1,1,140,13
0,14,140,140,1,1,150,14
0,15,150,150,1,1,160,15
0,16,160,160,1,1,170,16
0,17,170,170,1,1,180,17
0,18,180,180,1,1,190,18
0,19,190,190,1,1,200,19
0,2,20,20,1,1,30,2
0,20,200,200,1,1,210,20
0,21,210,210,1,1,220,21
0,22,220,220,1,1,230,22
0,23,230,230,1,1,240,23
0,3,30,30,1,1,40,3
0,4,40,40,1,1,50,4
0,5,50,50,1,1,60,5
0,6,60,60,1,1,70,6
0,7,70,70,1,1,80,7
0,8,80,80,1,1,90,8
0,9,90,90,1,1,100,9
1,0,0,0,2,2,15,24
1,1,15,15,2,2,30,25
1,10,150,150,2,2,165,34
1,11,165,165,2,2,180,35
1,12,180,180,2,2,195,36
1,13,195,195,2,2,210,37
1,14,210,210,2,2,225,38
1,15,225,225,2,2,240,39
1,2,30,30,2,2,45,26
1,3,45,45,2,2,60,27
1,4,60,60,2,2,75,28
1,5,75,75,2,2,90,29
1,6,90,90,2,2,105,30
1,7,105,105,2,2,120,31
1,8,120,120,2,2,135,32
1,9,135,135,2,2,150,33
2,0,0,0,1,1,15,40
2,1,15,15,1,1,30,41
2,10,150,150,1,1,165,50
2,11,165,165,1,1,180,51
2,12,180,180,1,1,195,52
2,13,195,195,1,1,210,53
2,14,210,210,1,1,225,54
2,15,225,225,1,1,240,55
2,2,30,30,1,1,45,42
2,3,45,45,1,1,60,43
2,4,60,60,1,1,75,44
2,5,75,75,1,1,90,45
2,6,90,90,1,1,105,46
2,7,105,105,1,1,120,47
2,8,120,120,1,1,135,48
2,9,135,135,1,1,150,49
3,0,0,1,2,2,20,56
3,1,20,21,2,2,40,57
3,10,200,201,2,2,220,66
3,11,220,221,2,2,240,67
3,2,40,41,2,2,60,58
3,3,60,61,2,2,80,59
3,4,80,81,2,2,100,60
3,5,100,101,2,2,120,61
3,6,120,121,2,2,140,62
3,7,140,141,2,2,160,63
3,8,160,161,2,2,180,64
3,9,180,181,2,2,200,65
4,0,0,1,1,1,20,68
4,1,20,21,1,1,40,69
4,10,200,201,1,1,220,78
4,11,220,221,1,1,240,79
4,2,40,41,1,1,60,70
4,3,60,61,1,1,80,71
4,4,80,81,1,1,100,72
4,5,100,101,1,1,120,73
4,6,120,121,1,1,140,74
4,7,140,141,1,1,160,75
4,8,160,161,1,1,180,76
4,9,180,181,1,1,200,77
5,0,0,1,1,1,30,80
5,1,30,31,1,1,60,81
5,2,60,61,1,1,90,82
5,3,90,91,1,1,120,83
5,4,120,121,1,1,150,84
5,5,150,151,1,1,180,85
5,6,180,181,1,1,210,86
5,7,210,211,1,1,240,87
6,0,0,3,5,8,60,88
6,1,60,63,5,8,120,89
6,2,120,123,5,8,180,90
6,3,180,183,5,8,240,91
7,0,0,4,8,13,80,92
7,1,80,84,8,13,160,93
7,2,160,164,8,13,240,94
